paper_id,cited_dataset,title,abstract,year,url,citation_count,is_open_access,venue,fields_of_study,publication_types,journal,authors,external_ids,doi,arxiv_id,pubmed_id,evaluation_metrics
ca1ebd9403c547b2dff0d0cc6a1e2ce413a71993,"CBIS-DDSM, DDSM",CoroNet: Deep Neural Network-Based End-to-End Training for Breast Cancer Diagnosis,"In 2020, according to the publications of both the Global Cancer Observatory (GCO) and the World Health Organization (WHO), breast cancer (BC) represents one of the highest prevalent cancers in women worldwide. Almost 47% of the world’s 100,000 people are diagnosed with breast cancer, among females. Moreover, BC prevails among 38.8% of Egyptian women having cancer. Current deep learning developments have shown the common usage of deep convolutional neural networks (CNNs) for analyzing medical images. Unlike the randomly initialized ones, pre-trained natural image database (ImageNet)-based CNN models may become successfully fine-tuned to obtain improved findings. To conduct the automatic detection of BC by the CBIS-DDSM dataset, a CNN model, namely CoroNet, is proposed. It relies on the Xception architecture, which has been pre-trained on the ImageNet dataset and has been fully trained on whole-image BC according to mammograms. The convolutional design method is used in this paper, since it performs better than the other methods. On the prepared dataset, CoroNet was trained and tested. Experiments show that in a four-class classification, it may attain an overall accuracy of 94.92% (benign mass vs. malignant mass) and (benign calcification vs. malignant calcification). CoroNet has a classification accuracy of 88.67% for the two-class cases (calcifications and masses). The paper concluded that there are promising outcomes that could be improved because more training data are available.",2022.0,https://www.semanticscholar.org/paper/ca1ebd9403c547b2dff0d0cc6a1e2ce413a71993,23,True,Applied Sciences,,,{'name': 'Applied Sciences'},"Nada Mobark, S. Hamad, S. Rida","{'DOI': '10.3390/app12147080', 'CorpusId': 250568984}",10.3390/app12147080,,,accuracy
39d0b0f5b346b24673d15b78561e1982821f845b,CBIS-DDSM,Breast Cancer Classification Using FCN and Beta Wavelet Autoencoder,"In this paper, a new classification approach of breast cancer based on Fully Convolutional Networks (FCNs) and Beta Wavelet Autoencoder (BWAE) is presented. FCN, as a powerful image segmentation model, is used to extract the relevant information from mammography images. It will identify the relevant zones to model while WAE is used to model the extracted information for these zones. In fact, WAE has proven its superiority to the majority of the features extraction approaches. The fusion of these two techniques have improved the feature extraction phase and this by keeping and modeling only the relevant and useful features for the identification and description of breast masses. The experimental results showed the effectiveness of our proposed method which has given very encouraging results in comparison with the states of the art approaches on the same mammographic image base. A precision rate of 94% for benign and 93% for malignant was achieved with a recall rate of 92% for benign and 95% for malignant. For the normal case, we were able to reach a rate of 100%.",2022.0,https://www.semanticscholar.org/paper/39d0b0f5b346b24673d15b78561e1982821f845b,14,True,Computational Intelligence and Neuroscience,Medicine,JournalArticle,"{'volume': '2022', 'name': 'Computational Intelligence and Neuroscience'}","H. Aleisa, Wajdi Touiti, Amel Ali ALHussan, Najib Ben Aoun, R. Ejbali, M. Zaied, Ayesha Saadia","{'PubMedCentral': '9246636', 'DOI': '10.1155/2022/8044887', 'CorpusId': 250012301, 'PubMed': '35785059'}",10.1155/2022/8044887,,35785059.0,"PPR, precision, recall"
ba06b6b53eff8fd39d6d2361264f2b8ae3e84f6b,CBIS-DDSM,A novel bi-modal extended Huber loss function based refined mask RCNN approach for automatic multi instance detection and localization of breast cancer,,2022.0,https://www.semanticscholar.org/paper/ba06b6b53eff8fd39d6d2361264f2b8ae3e84f6b,6,False,"Proceedings of the Institution of mechanical engineers. Part H, journal of engineering in medicine",Medicine,JournalArticle,"{'volume': '236', 'pages': '1036 - 1053', 'name': 'Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine'}","Pradeep Kumar, Abhinav Kumar, Subodh Srivastava, Y. Padma Sai","{'DOI': '10.1177/09544119221095416', 'CorpusId': 248494271, 'PubMed': '35491993'}",10.1177/09544119221095416,,35491993.0,PPR
78a395a80ffbc25be369e903e553d3b0eae720e4,CBIS-DDSM,Categorized contrast enhanced mammography dataset for diagnostic and artificial intelligence research,"Contrast-enhanced spectral mammography (CESM) is a relatively recent imaging modality with increased diagnostic accuracy compared to digital mammography (DM). New deep learning (DL) models were developed that have accuracies equal to that of an average radiologist. However, most studies trained the DL models on DM images as no datasets exist for CESM images. We aim to resolve this limitation by releasing a Categorized Digital Database for Low energy and Subtracted Contrast Enhanced Spectral Mammography images (CDD-CESM) to evaluate decision support systems. The dataset includes 2006 images, with an average resolution of 2355 × 1315, consisting of 310 mass images, 48 architectural distortion images, 222 asymmetry images, 238 calcifications images, 334 mass enhancement images, 184 non-mass enhancement images, 159 postoperative images, 8 post neoadjuvant chemotherapy images, and 751 normal images, with 248 images having more than one finding. This is the first dataset to incorporate data selection, segmentation annotation, medical reports, and pathological diagnosis for all cases. Moreover, we propose and evaluate a DL-based technique to automatically segment abnormal findings in images. Measurement(s) Dual-Energy Contrast-Enhanced Digital Spectral Mammography Technology Type(s) digital curation Sample Characteristic - Organism Homo sapiens • Breast Sample Characteristic - Location Egypt Measurement(s) Dual-Energy Contrast-Enhanced Digital Spectral Mammography Technology Type(s) digital curation Sample Characteristic - Organism Homo sapiens • Breast Sample Characteristic - Location Egypt",2022.0,https://www.semanticscholar.org/paper/78a395a80ffbc25be369e903e553d3b0eae720e4,33,True,Scientific Data,Medicine,JournalArticle,"{'volume': '9', 'name': 'Scientific Data'}","Rana Khaled, M. Helal, Omar Alfarghaly, Omnia Mokhtar, A. Elkorany, H. El Kassas, Aly Fahmy","{'PubMedCentral': '8967853', 'DOI': '10.1038/s41597-022-01238-0', 'CorpusId': 247799110, 'PubMed': '35354835'}",10.1038/s41597-022-01238-0,,35354835.0,accuracy
f5fc3da13039c089a1f99a8ddad94dbeffd84d4b,CBIS-DDSM,Convolutional Neural Networks for Breast Density Classification: Performance and Explanation Insights,"We propose and evaluate a procedure for the explainability of a breast density deep learning based classifier. A total of 1662 mammography exams labeled according to the BI-RADS categories of breast density was used. We built a residual Convolutional Neural Network, trained it and studied the responses of the model to input changes, such as different distributions of class labels in training and test sets and suitable image pre-processing. The aim was to identify the steps of the analysis with a relevant impact on the classifier performance and on the model explainability. We used the grad-CAM algorithm for CNN to produce saliency maps and computed the Spearman’s rank correlation between input images and saliency maps as a measure of explanation accuracy. We found that pre-processing is critical not only for accuracy, precision and recall of a model but also to have a reasonable explanation of the model itself. Our CNN reaches good performances compared to the state-of-art and it considers the dense pattern to make the classification. Saliency maps strongly correlate with the dense pattern. This work is a starting point towards the implementation of a standard framework to evaluate both CNN performances and the explainability of their predictions in medical image classification problems.",2021.0,https://www.semanticscholar.org/paper/f5fc3da13039c089a1f99a8ddad94dbeffd84d4b,11,True,Applied Sciences,,,{'name': 'Applied Sciences'},"Francesca Lizzi, Camilla Scapicchio, F. Laruina, A. Retico, M. Fantacci","{'DOI': '10.3390/app12010148', 'CorpusId': 245477227}",10.3390/app12010148,,,"ROC, accuracy, map, precision, recall"
de5b7f2d35c42a92bae1df7cd16fb56ddd81c391,"CBIS-DDSM, INbreast, MIAS",Classification of Breast Cancer in Mammograms with Deep Learning Adding a Fifth Class,"Breast cancer is one of the diseases of most profound concern, with the most prevalence worldwide, where early detections and diagnoses play the leading role against this disease achieved through imaging techniques such as mammography. Radiologists tend to have a high false positive rate for mammography diagnoses and an accuracy of around 82%. Currently, deep learning (DL) techniques have shown promising results in the early detection of breast cancer by generating computer-aided diagnosis (CAD) systems implementing convolutional neural networks (CNNs). This work focuses on applying, evaluating, and comparing the architectures: AlexNet, GoogLeNet, Resnet50, and Vgg19 to classify breast lesions after using transfer learning with fine-tuning and training the CNN with regions extracted from the MIAS and INbreast databases. We analyzed 14 classifiers, involving 4 classes as several researches have done it before, corresponding to benign and malignant microcalcifications and masses, and as our main contribution, we also added a 5th class for the normal tissue of the mammary parenchyma increasing the correct detection; in order to evaluate the architectures with a statistical analysis based on the received operational characteristics (ROC), the area under the curve (AUC), F1 Score, accuracy, precision, sensitivity, and specificity. We generate the best results with the CNN GoogLeNet trained with five classes on a balanced database with an AUC of 99.29%, F1 Score of 91.92%, the accuracy of 91.92%, precision of 92.15%, sensitivity of 91.70%, and specificity of 97.66%, concluding that GoogLeNet is optimal as a classifier in a CAD system to deal with breast cancer.",2021.0,https://www.semanticscholar.org/paper/de5b7f2d35c42a92bae1df7cd16fb56ddd81c391,13,True,Applied Sciences,,,{'name': 'Applied Sciences'},"Salvador Castro-Tapia, C. L. Castañeda-Miranda, C. Olvera-Olvera, H. A. Guerrero-Osuna, J. Ortiz-Rodríguez, Ma. del Rosario Martínez-Blanco, Germán Díaz-Flórez, J. Mendiola-Santibañez, L. Solís-Sánchez","{'DOI': '10.3390/app112311398', 'CorpusId': 244858159}",10.3390/app112311398,,,"AUC, F1, F1 score, ROC, accuracy, area under the curve, false positive rate, precision, sensitivity, specificity"
5269e5dac2c63932f9793b6ae36909c02bb6c65b,"CBIS-DDSM, DDSM, INbreast",Connected-UNets: a deep learning architecture for breast mass segmentation,"Breast cancer analysis implies that radiologists inspect mammograms to detect suspicious breast lesions and identify mass tumors. Artificial intelligence techniques offer automatic systems for breast mass segmentation to assist radiologists in their diagnosis. With the rapid development of deep learning and its application to medical imaging challenges, UNet and its variations is one of the state-of-the-art models for medical image segmentation that showed promising performance on mammography. In this paper, we propose an architecture, called Connected-UNets, which connects two UNets using additional modified skip connections. We integrate Atrous Spatial Pyramid Pooling (ASPP) in the two standard UNets to emphasize the contextual information within the encoder–decoder network architecture. We also apply the proposed architecture on the Attention UNet (AUNet) and the Residual UNet (ResUNet). We evaluated the proposed architectures on two publically available datasets, the Curated Breast Imaging Subset of Digital Database for Screening Mammography (CBIS-DDSM) and INbreast, and additionally on a private dataset. Experiments were also conducted using additional synthetic data using the cycle-consistent Generative Adversarial Network (CycleGAN) model between two unpaired datasets to augment and enhance the images. Qualitative and quantitative results show that the proposed architecture can achieve better automatic mass segmentation with a high Dice score of 89.52%, 95.28%, and 95.88% and Intersection over Union (IoU) score of 80.02%, 91.03%, and 92.27%, respectively, on CBIS-DDSM, INbreast, and the private dataset.",2021.0,https://www.semanticscholar.org/paper/5269e5dac2c63932f9793b6ae36909c02bb6c65b,93,True,npj Breast Cancer,Medicine,JournalArticle,"{'volume': '7', 'name': 'NPJ Breast Cancer'}","Asma Baccouche, B. Garcia-Zapirain, Cristian Castillo Olea, Adel Said Elmaghraby","{'PubMedCentral': '8640011', 'DOI': '10.1038/s41523-021-00358-x', 'CorpusId': 244803559, 'PubMed': '34857755'}",10.1038/s41523-021-00358-x,,34857755.0,dice
b9777d8ba1cbfd7e6e4804f3d41df8490ca99166,CBIS-DDSM,Deep Vision for Breast Cancer Classification and Segmentation,"Simple Summary Breast cancer misdiagnoses increase individual and system stressors as well as costs and result in increased morbidity and mortality. Digital mammography studies are typically about 80% sensitive and 90% specific. Improvement in classification of breast cancer imagery is possible using deep vision methods, and these methods may be further used to identify autonomously regions of interest most closely associated with anomalies to support clinician analysis. This research explores deep vision techniques for improving mammography classification and for identifying associated regions of interest. The findings from this research contribute to the future of automated assistive diagnoses of breast cancer and the isolation of regions of interest. Abstract (1) Background: Female breast cancer diagnoses odds have increased from 11:1 in 1975 to 8:1 today. Mammography false positive rates (FPR) are associated with overdiagnoses and overtreatment, while false negative rates (FNR) increase morbidity and mortality. (2) Methods: Deep vision supervised learning classifies 299 × 299 pixel de-noised mammography images as negative or non-negative using models built on 55,890 pre-processed training images and applied to 15,364 unseen test images. A small image representation from the fitted training model is returned to evaluate the portion of the loss function gradient with respect to the image that maximizes the classification probability. This gradient is then re-mapped back to the original images, highlighting the areas of the original image that are most influential for classification (perhaps masses or boundary areas). (3) Results: initial classification results were 97% accurate, 99% specific, and 83% sensitive. Gradient techniques for unsupervised region of interest mapping identified areas most associated with the classification results clearly on positive mammograms and might be used to support clinician analysis. (4) Conclusions: deep vision techniques hold promise for addressing the overdiagnoses and treatment, underdiagnoses, and automated region of interest identification on mammography.",2021.0,https://www.semanticscholar.org/paper/b9777d8ba1cbfd7e6e4804f3d41df8490ca99166,9,True,Cancers,Medicine,JournalArticle,"{'volume': '13', 'name': 'Cancers'}","Lawrence V. Fulton, A. McLeod, Diane Dolezel, Nathaniel D. Bastian, Christopher P. Fulton","{'PubMedCentral': '8582536', 'DOI': '10.3390/cancers13215384', 'CorpusId': 240181075, 'PubMed': '34771547'}",10.3390/cancers13215384,,34771547.0,"FNR, FPR, ROC, false negative rate, false positive rate, map"
dc711987495e48835ccfd5bb598262f7b7c79b2d,"CBIS-DDSM, DDSM",Breast Mass Classification Using Diverse Contextual Information and Convolutional Neural Network,"Masses are one of the early signs of breast cancer, and the survival rate of women suffering from breast cancer can be improved if masses can be correctly identified as benign or malignant. However, their classification is challenging due to the similarity in texture patterns of both types of mass. The existing methods for this problem have low sensitivity and specificity. Based on the hypothesis that diverse contextual information of a mass region forms a strong indicator for discriminating benign and malignant masses and the idea of the ensemble classifier, we introduce a computer-aided system for this problem. The system uses multiple regions of interest (ROIs) encompassing a mass region for modeling diverse contextual information, a single ResNet-50 model (or its density-specific modification) as a backbone for local decisions, and stacking with SVM as a base model to predict the final decision. A data augmentation technique is introduced for fine-tuning the backbone model. The system was thoroughly evaluated on the benchmark CBIS-DDSM dataset using its provided data split protocol, and it achieved a sensitivity of 98.48% and a specificity of 92.31%. Furthermore, it was found that the system gives higher performance if it is trained and tested using the data from a specific breast density BI-RADS class. The system does not need to fine-tune/train multiple CNN models; it introduces diverse contextual information by multiple ROIs. The comparison shows that the method outperforms the state-of-the-art methods for classifying mass regions into benign and malignant. It will help radiologists reduce their burden and enhance their sensitivity in the prediction of malignant masses.",2021.0,https://www.semanticscholar.org/paper/dc711987495e48835ccfd5bb598262f7b7c79b2d,6,True,Biosensors,Medicine,JournalArticle,"{'volume': '11', 'name': 'Biosensors'}","Mariam Busaleh, M. Hussain, Hatim Aboalsamh, Fazal-E- Amin","{'PubMedCentral': '8615673', 'DOI': '10.3390/bios11110419', 'CorpusId': 240098699, 'PubMed': '34821634'}",10.3390/bios11110419,,34821634.0,"sensitivity, specificity"
70d58680b2b472dd62a256a919f590dbe89bc9cc,"CBIS-DDSM, DDSM",Breast Cancer Diagnosis in Two-View Mammography Using End-to-End Trained EfficientNet-Based Convolutional Network,"Some recent studies have described deep convolutional neural networks to diagnose breast cancer in mammograms with similar or even superior performance to that of human experts. One of the best techniques does two transfer learnings: the first uses a model trained on natural images to create a “patch classifier” that categorizes small subimages; the second uses the patch classifier to scan the whole mammogram and create the “single-view whole-image classifier”. We propose to make a third transfer learning to obtain a “two-view classifier” to use the two mammographic views: bilateral craniocaudal and mediolateral oblique. We use EfficientNet as the basis of our model. We “end-to-end” train the entire system using CBIS-DDSM dataset. To ensure statistical robustness, we test our system twice using: (a) 5-fold cross validation; and (b) the original training/test division of the dataset. Our technique reached an AUC of 0.9344 using 5-fold cross validation (accuracy, sensitivity and specificity are 85.13% at the equal error rate point of ROC). Using the original dataset division, our technique achieved an AUC of 0.8483, as far as we know the highest reported AUC for this problem, although the subtle differences in the testing conditions of each work do not allow for an accurate comparison. The inference code and model are available at https://github.com/dpetrini/two-views-classifier",2021.0,https://www.semanticscholar.org/paper/70d58680b2b472dd62a256a919f590dbe89bc9cc,35,True,IEEE Access,"Computer Science, Engineering",JournalArticle,"{'volume': '10', 'pages': '77723-77731', 'name': 'IEEE Access'}","D. Petrini, C. Shimizu, R. A. Roela, G. Valente, M. A. K. Folgueira, Hae Yong Kim","{'DBLP': 'journals/access/PetriniSRVFK22', 'ArXiv': '2110.01606', 'DOI': '10.1109/ACCESS.2022.3193250', 'CorpusId': 238354143}",10.1109/ACCESS.2022.3193250,2110.01606,,"AUC, ROC, accuracy, sensitivity, specificity"
e1d23a1cf2ab066c53b2e5ff3c54667b0b2fa6d1,CBIS-DDSM,Preprocessing fast filters and mass segmentation for mammography images,,2021.0,https://www.semanticscholar.org/paper/e1d23a1cf2ab066c53b2e5ff3c54667b0b2fa6d1,6,False,Optical Engineering + Applications,"Engineering, Computer Science",,"{'volume': '11842', 'pages': '1184213 - 1184213-11'}","Yuliana Jiménez Gaona, María José Rodríguez-Álvarez, Jimmy Freire, D. Castillo, V. Lakshminarayanan","{'MAG': '3188083976', 'DOI': '10.1117/12.2593939', 'CorpusId': 240074840}",10.1117/12.2593939,,,ROC
971fa5325d560d3f695dc8b8fa6725c63b9575ef,CBIS-DDSM,Tumor edge detection in mammography images using quantum and machine learning approaches,,2021.0,https://www.semanticscholar.org/paper/971fa5325d560d3f695dc8b8fa6725c63b9575ef,20,False,Neural computing & applications (Print),Computer Science,JournalArticle,"{'volume': '33', 'pages': '7773 - 7784', 'name': 'Neural Computing and Applications'}","Amani Tariq Jamal, Anis Ben Ishak, S. Abdel-Khalek","{'DBLP': 'journals/nca/JamalIA21', 'MAG': '3130190858', 'DOI': '10.1007/s00521-020-05518-x', 'CorpusId': 233944559}",10.1007/s00521-020-05518-x,,,PPR
5a43001aeb98de521bcf1cce902e384094d26895,CBIS-DDSM,Adversarial Attack Vulnerability of Deep Learning Models for Oncologic Images,"Background: Deep learning (DL) models have shown the ability to automate the classification of medical images used for cancer detection. Unfortunately, recent studies have found that DL models are vulnerable to adversarial attacks which manipulate models into making incorrect predictions with high confidence. There is a need for better understanding of how adversarial attacks impact the predictive ability of DL models in the medical image domain. Methods: We studied the adversarial attack susceptibility of DL models for three common imaging tasks within oncology. We investigated how PGD adversarial training could be employed to increase model robustness against FGSM, PGD, and BIM attacks. Finally, we studied the utility of adversarial sensitivity as a metric to improve model performance. Results: Our experiments showed that medical DL models were highly sensitive to adversarial attacks, as visually imperceptible degrees of perturbation (<0.004) were sufficient to deceive the model the majority of the time. DL models for medical images were more vulnerable to adversarial attacks compared to DL models for non-medical images. Adversarial training increased model performance on adversarial samples for all classification tasks. We were able to increase model accuracy on clean images for all datasets by excluding images most vulnerable to adversarial perturbation. Conclusion: Our results indicated that while medical DL systems are extremely susceptible to adversarial attacks, adversarial training show promise as an effective defense against attacks. Adversarial susceptibility of individual images can be used to increase model performance by identifying images most at-risk for misclassification. Our findings provide a useful basis for designing more robust and accurate medical DL models as well as techniques to defend models from adversarial attack.",2021.0,https://www.semanticscholar.org/paper/5a43001aeb98de521bcf1cce902e384094d26895,13,True,medRxiv,Medicine,,,"M. Joel, Sachin Umrao, E. Chang, Rachel Choi, Daniel X. Yang, James S. Duncan, A. Omuro, Roy Herbst, H. Krumholz, SM Sanjay Aneja","{'DOI': '10.1101/2021.01.17.21249704', 'CorpusId': 231646987}",10.1101/2021.01.17.21249704,,,"accuracy, sensitivity"
2a069288bf4b894eda16bbdbd39ba7e610928797,CBIS-DDSM,Double-Shot Transfer Learning for Breast Cancer Classification from X-Ray Images,"Differentiation between benign and malignant breast cancer cases in X-ray images can be difficult due to their similar features. In recent studies, the transfer learning technique has been used to classify benign and malignant breast cancer by fine-tuning various pre-trained networks such as AlexNet, visual geometry group (VGG), GoogLeNet, and residual network (ResNet) on breast cancer datasets. However, these pre-trained networks have been trained on large benchmark datasets such as ImageNet, which do not contain labeled images related to breast cancers which lead to poor performance. In this research, we introduce a novel technique based on the concept of transfer learning, called double-shot transfer learning (DSTL). DSTL is used to improve the overall accuracy and performance of the pre-trained networks for breast cancer classification. DSTL updates the learnable parameters (weights and biases) of any pre-trained network by fine-tuning them on a large dataset that is similar to the target dataset. Then, the updated networks are fine-tuned with the target dataset. Moreover, the number of X-ray images is enlarged by a combination of augmentation methods including different variations of rotation, brightness, flipping, and contrast to reduce overfitting and produce robust results. The proposed approach has demonstrated a significant improvement in classification accuracy and performance of the pre-trained networks, making them more suitable for medical imaging.",2020.0,https://www.semanticscholar.org/paper/2a069288bf4b894eda16bbdbd39ba7e610928797,20,True,Applied Sciences,Computer Science,,{'name': 'Applied Sciences'},"Mohammad Alkhaleefah, Shang-Chih Ma, Yang-Lang Chang, Bormin Huang, P. Chittem, Vishnu Priya Achhannagari","{'MAG': '3035050947', 'DOI': '10.3390/app10113999', 'CorpusId': 225748176}",10.3390/app10113999,,,"PPR, accuracy"
9e186a1b9cf3d46cf992632d448c6d72ffe1a04b,"CBIS-DDSM, DDSM",An Efficient Transfer and Ensemble Learning Based Computer Aided Breast Abnormality Diagnosis System,"Breast cancer is the second most deadly type of cancer globally among women and can be prevented to a great extent in the case of early detection. In order to raise the survival rate, research scientists have conducted several experiments to develop tools to alleviate this problem, including Computer-Aided Diagnosis (CADx) systems. Deep Learning and its important sub-field Convolutional Neural Networks (CNN)s have revolutionized (CADx) development research. While the Curated Breast Imaging Subset of Digital Database for Screening Mammography, or the CBIS-DDSM dataset, has been classified using different pre-trained architectures, few of them have used ensemble learning to provide a more robust and accurate architecture. To the best of our knowledge, we are the first to integrate the application of the state-of-the-art pre-trained model called EfficientNet along with other pre-trained models for the part, and subsequently, the models were concatenated (ensembled). With the application of pre-trained CNN-based models, we are able to address the problem of not having a large dataset. Nevertheless, with the EfficientNet family offering better results with fewer parameters, we obtained significant improvement in accuracy, and later ensemble learning was applied to provide robustness for the network. After performing 10-fold cross-validation, our experiments yielded promising test accuracy results, 96.05% and 85.71% for abnormality type and pathology diagnosis classification, respectively.",2023.0,https://www.semanticscholar.org/paper/9e186a1b9cf3d46cf992632d448c6d72ffe1a04b,11,True,IEEE Access,Computer Science,JournalArticle,"{'volume': '11', 'pages': '21199-21209', 'name': 'IEEE Access'}","Farnoosh Azour, A. Boukerche","{'DBLP': 'journals/access/AzourB23', 'DOI': '10.1109/ACCESS.2022.3192857', 'CorpusId': 251088939}",10.1109/ACCESS.2022.3192857,,,accuracy
ca8a2635b2e2d566fb997e7a22cc026bfce3fd11,"CBIS-DDSM, DDSM, INbreast",Breast Lesions Detection and Classification via YOLO-Based Fusion Models,": With recent breakthroughs in artificial intelligence, the use of deep learning models achieved remarkable advances in computer vision, ecom-merce, cybersecurity, and healthcare. Particularly, numerous applications provided efficient solutions to assist radiologists for medical imaging analysis. For instance, automatic lesion detection and classification in mammograms is still considered a crucial task that requires more accurate diagnosis and precise analysis of abnormal lesions. In this paper, we propose an end-to-end system, which is based on You-Only-Look-Once (YOLO) model, to simultaneously localize and classify suspicious breast lesions from entire mammograms. The proposed system first preprocesses the raw images, then recognizes abnormal regions as breast lesions and determines their pathology classification as either mass or calcification. We evaluated the model on two publicly available datasets, with 2907 mammograms from the Curated Breast Imaging Sub-set of Digital Database for Screening Mammography (CBIS-DDSM) and 235 mammograms from INbreast database. We also used a privately collected dataset with 487 mammograms. Furthermore, we suggested a fusion models approach to report more precise detection and accurate classification. Our best results reached a detection accuracy rate of 95.7%, 98.1% and 98% for mass lesions and 74.4%, 71.8% and 73.2% for calcification lesions, respectively on CBIS-DDSM, INbreast and the private dataset.",2021.0,https://www.semanticscholar.org/paper/ca8a2635b2e2d566fb997e7a22cc026bfce3fd11,44,True,Computers Materials & Continua,Computer Science,,"{'name': 'Computers, Materials & Continua'}","Asma Baccouche, B. Garcia-Zapirain, Cristian Castillo Olea, Adel Said Elmaghraby","{'MAG': '3170769871', 'DOI': '10.32604/CMC.2021.018461', 'CorpusId': 236670864}",10.32604/CMC.2021.018461,,,"PPR, ROC, accuracy"
1d08f2054d00d18d8f26dc18f93685f5953b268f,CBIS-DDSM,An XAI Approach to Deep Learning Models in the Detection of Ductal Carcinoma in Situ,,2021.0,https://www.semanticscholar.org/paper/1d08f2054d00d18d8f26dc18f93685f5953b268f,5,False,arXiv.org,Computer Science,JournalArticle,"{'volume': 'abs/2106.14186', 'name': 'ArXiv'}","Michele La Ferla, M. Montebello, D. Seychell","{'DBLP': 'journals/corr/abs-2106-14186', 'CorpusId': 235658347}",,,,PPR
98fa9d670a5da508bbc021b130de45c21bd5fb1d,"CBIS-DDSM, DDSM, INbreast, MIAS",Comparison of current deep convolutional neural networks for the segmentation of breast masses in mammograms,"Breast cancer causes approximately 684,996 deaths worldwide, making it the leading cause of female cancer mortality. However, these figures can be reduced with early diagnosis through mammographic imaging, allowing for the timely and effective treatment of this disease. To establish the best tools for contributing to the automatic diagnosis of breast cancer, different deep learning (DL) architectures were compared in terms of breast lesion segmentation, lesion type classification, and degree of suspicion of malignancy tests. The tasks were completed with state-of-the-art architectures and backbones. Initially, during segmentation, the base UNet, Visual Geometry Group 19 (VGG19), InceptionResNetV2, EfficientNet, MobileNetv2, ResNet, ResNeXt, MultiResUNet, linkNet-VGG19, DenseNet, SEResNet and SeResNeXt architectures were compared, where “Res” denotes a residual network. In addition, training was performed with 5 of the most advanced loss functions and validated by the Dice coefficient, sensitivity, and specificity. The proposed models achieved Dice values above 90%, with the EfficientNet architecture achieving 94.75% and 99% accuracy on the two tasks. Subsequently, classification was addressed with the ResNet50V2, VGG19, InceptionResNetV2, DenseNet121, InceptionV3, Xception and EfficientNetB7 networks. The proposed models achieved 96.97% and 97.73% accuracy through the VGG19 and ResNet50V2 networks on the lesion classification and degree of suspicion tasks, respectively. All three tasks were addressed with open-access databases, including the Digital Database for Screening Mammography (DDSM), the Mammographic Image Analysis Society (MIAS) database, and INbreast.",2021.0,https://www.semanticscholar.org/paper/98fa9d670a5da508bbc021b130de45c21bd5fb1d,17,True,IEEE Access,Computer Science,JournalArticle,"{'volume': 'PP', 'pages': '1-1', 'name': 'IEEE Access'}","A. Anaya-Isaza, Leonel Mera-Jiménez, J. Cabrera-Chavarro, Lorena Guachi-Guachi, Diego Hernán Peluffo-Ordóñez, Jorge Rios-Patiño","{'DBLP': 'journals/access/Anaya-IsazaMCGP21', 'DOI': '10.1109/ACCESS.2021.3127862', 'CorpusId': 244105722}",10.1109/ACCESS.2021.3127862,,,"PPR, accuracy, dice, sensitivity, specificity"
c879f498d3baf174861a9935d3c0c28604c4e86d,CBIS-DDSM,"Uncertainty for Safe Utilization of Machine Learning in Medical Imaging, and Graphs in Biomedical Image Analysis: Second International Workshop, UNSURE 2020, and Third International Workshop, GRAIL 2020, Held in Conjunction with MICCAI 2020, Lima, Peru, October 8, 2020, Proceedings",,2020.0,https://www.semanticscholar.org/paper/c879f498d3baf174861a9935d3c0c28604c4e86d,8,False,UNSURE/GRAIL@MICCAI,Computer Science,Book,"{'name': 'Uncertainty for Safe Utilization of Machine Learning in Medical Imaging, and Graphs in Biomedical Image Analysis'}","M. Graham, C. Sudre, Thomas Varsavsky, Petru-Daniel Tudosiu, P. Nachev, S. Ourselin, M. Cardoso","{'DBLP': 'conf/miccai/2020unsure', 'DOI': '10.1007/978-3-030-60365-6', 'CorpusId': 222125715}",10.1007/978-3-030-60365-6,,,ROC
