paper_id,cited_dataset,title,abstract,year,url,citation_count,is_open_access,venue,fields_of_study,publication_types,journal,authors,external_ids,doi,arxiv_id,pubmed_id,exclusion_filter,exclusion_reason,evaluation_metrics
4cd1bd2a418b639119ce7da843ec35dea5f7d09d,BancoWeb,Going deeper: magnification-invariant approach for breast cancer classification using histopathological images,"Sinan Alkasaar, Computer and Information Engineering Department, Ninevah University, Mosul, Iraq. Email: sinan.alkassar@uoninevah.edu.iq Abstract Breast cancer has the highest fatality for women compared with other types of cancer. Generally, early diagnosis of cancer is crucial to increase the chances of successful treatment. Early diagnosis is possible through physical examination, screening, and obtaining a biopsy of the dubious area. In essence, utilizing histopathology slides of biopsies is more efficient than using typical screening methods. Nevertheless, the diagnosing process is still tiresome and is prone to human error during slide preparation, such as when dyeing and imaging. Therefore, a novel method is proposed for diagnosing breast cancer into benign or malignant in a magnification‐specific binary (MSB) classification. Besides, the introduced method classifies each type into four subclasses in a magnification‐specific multi‐ category (MSM) fashion. The proposed method involves normalizing the hematoxylin and eosin stains to enhance colour separation and contrast. Then, two types of novel features —deep and shallow features—are extracted using two deep structure networks based on DenseNet and Xception. Finally, a multi‐classifier method based on the maximum value is utilized to achieve the best performance. The proposed method is evaluated using the BreakHis histopathology data set, and the results in terms of diagnostic accuracy are promising, achieving 99% and 92% in terms of MSB and MSM, respectively, compared with recent state‐of‐the‐art methods reported in the survey conducted by Benhammou on the BreakHis data set using deep learning and texture‐based models.",2021.0,https://www.semanticscholar.org/paper/4cd1bd2a418b639119ce7da843ec35dea5f7d09d,32,True,IET Computer Vision,Computer Science,"JournalArticle, Review","{'volume': '15', 'pages': '151-164', 'name': 'IET Comput. Vis.'}","S. Alkassar, Bilal A. Jebur, Mohammed A. M. Abdullah, Joanne H. Al-Khalidy, Jonathon A. Chambers","{'MAG': '3131021614', 'DBLP': 'journals/iet-cvi/AlkassarJAAC21', 'DOI': '10.1049/CVI2.12021', 'CorpusId': 233928134}",10.1049/CVI2.12021,,,keyword,survey (in abstract); biopsy (in abstract),"PPR, ROC, accuracy"
3fb609cb9844aa4d76c9cb24edf56054ae4b7bcf,"BancoWeb, MIAS",Deep Learning Based Pectoral Muscle Segmentation on MIAS Mammograms,"
 Background: The purpose of this study was to propose a deep learning-based method for automated detection of the pectoral muscle, in order to reduce misdetection in a computer-aided diagnosis (CAD) system for diagnosing breast cancer in mammography. This study also aimed to assess the performance of the deep learning method for pectoral muscle detection by comparing it to an image processing-based method using the random sample consensus (RANSAC) algorithm. Methods: Using the 322 images in the Mammographic Image Analysis Society (MIAS) database, the pectoral muscle detection model was trained with the U-Net architecture. Of the total data, 80% was allocated as training data and 20% was allocated as test data, and the performance of the deep learning model was tested by 5-fold cross validation. Results: The image processing-based method for pectoral muscle detection using RANSAC showed 92% detection accuracy. Using the 5-fold cross validation, the deep learning-based method showed a mean sensitivity of 95.55%, mean specificity of 99.88%, mean accuracy of 99.67%, and mean Dice similarity coefficient (DSC) of 95.88%. Conclusions: The proposed deep learning-based method of pectoral muscle detection performed better than an existing image processing-based method. In the future, by collecting data from various medical institutions and devices to further train the model and improve its reliability, we expect that this model could greatly reduce misdetection rates by CAD systems for breast cancer diagnosis.",2020.0,https://www.semanticscholar.org/paper/3fb609cb9844aa4d76c9cb24edf56054ae4b7bcf,1,True,,Computer Science,,"{'volume': '', 'name': ''}","Y. J. Kim, E. Y. Yoo, K. Kim","{'MAG': '3164563765', 'DOI': '10.21203/rs.3.rs-92779/v1', 'CorpusId': 236799769}",10.21203/rs.3.rs-92779/v1,,,keyword,study (in abstract); pectoral (in title); pectoral (in abstract); muscle (in title); muscle (in abstract),"ROC, accuracy, dice, sensitivity, specificity"
dfc4656c4fd266300c8b3ea63cf062440250e2cf,"BancoWeb, IRMA",Machine learning techniques for breast cancer computer aided diagnosis using different image modalities: A systematic review,,2018.0,https://www.semanticscholar.org/paper/dfc4656c4fd266300c8b3ea63cf062440250e2cf,326,False,Comput. Methods Programs Biomed.,"Computer Science, Medicine","Review, JournalArticle","{'volume': '156', 'pages': '\n          25-45\n        ', 'name': 'Computer methods and programs in biomedicine'}","N. Yassin, S. Omran, E. E. Houby, Hemat Allam","{'DBLP': 'journals/cmpb/YassinOHA18', 'MAG': '2773642388', 'DOI': '10.1016/j.cmpb.2017.12.012', 'CorpusId': 3470275, 'PubMed': '29428074'}",10.1016/j.cmpb.2017.12.012,,29428074.0,keyword,systematic review (in title); review (in title),
04b13c88cd4c46b07a65330d443d672afdb2f07b,BancoWeb,Developing a Comprehensive Database Management System for Organization and Evaluation of Mammography Datasets,"We aimed to design and develop a comprehensive mammography database system (CMDB) to collect clinical datasets for outcome assessment and development of decision support tools. A Health Insurance Portability and Accountability Act (HIPAA) compliant CMDB was created to store multi-relational datasets of demographic risk factors and mammogram results using the Breast Imaging Reporting and Data System (BI-RADS) lexicon. The CMDB collected both biopsy pathology outcomes, in a breast pathology lexicon compiled by extending BI-RADS, and our institutional breast cancer registry. The audit results derived from the CMDB were in accordance with Mammography Quality Standards Act (MQSA) audits and national benchmarks. The CMDB has managed the challenges of multi-level organization demanded by the complexity of mammography practice and lexicon development in pathology. We foresee that the CMDB will be useful for efficient quality assurance audits and development of decision support tools to improve breast cancer diagnosis. Our procedure of developing the CMDB provides a framework to build a detailed data repository for breast imaging quality control and research, which has the potential to augment existing resources.",2014.0,https://www.semanticscholar.org/paper/04b13c88cd4c46b07a65330d443d672afdb2f07b,4,True,Cancer Informatics,"Computer Science, Medicine",JournalArticle,"{'volume': '13', 'pages': '53 - 62', 'name': 'Cancer Informatics'}","Yirong Wu, D. Rubin, R. Woods, M. Elezaby, E. Burnside","{'MAG': '2144354583', 'PubMedCentral': '4214592', 'DOI': '10.4137/CIN.S14031', 'CorpusId': 9950543, 'PubMed': '25368510'}",10.4137/CIN.S14031,,25368510.0,keyword,biopsy (in abstract),ROC
142e6adf2cb212a5dd82e8956042c2e1ece30b43,BancoWeb,Segmentation of Breast Regions in Mammogram Based on Density: A Review,,2012.0,https://www.semanticscholar.org/paper/142e6adf2cb212a5dd82e8956042c2e1ece30b43,28,False,arXiv.org,Computer Science,"JournalArticle, Review","{'volume': 'abs/1209.5494', 'name': 'ArXiv'}","Nafiza Saidin, H. A. M. Sakim, U. K. Ngah, I. Shuaib","{'ArXiv': '1209.5494', 'DBLP': 'journals/corr/abs-1209-5494', 'MAG': '183642269', 'CorpusId': 16816436}",,1209.5494,,keyword,review (in title),
713ce7b743ea551569df17b151a972f1309a870a,"BancoWeb, IRMA, VinDr-Mammo",Breast Cancer Detection Using Mammography: Image Processing to Deep Learning,"Breast cancer stands as a predominant health concern for women globally. As mammography is the primary screening tool for breast cancer detection, improving the detection of breast cancer at screening could save more lives. This mammography review paper comprehensively reviews computer-aided techniques during a specific time frame for the segmentation and classification of microcalcification, evaluating image processing, machine learning, and deep learning techniques. The review is meticulously carried out, adhering closely to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. This article focuses on mammographic breast cancer detection approaches based on automated systems, discussed chronologically from 1970 through 2023. This article encompasses the breadth of artificial intelligence-based methods from the most primitive to the most sophisticated models. Image processing and machine learning-based methods are comprehensively reviewed. Evaluating a deep learning architecture based on self-extracted features for classification tasks demonstrated outstanding performance. Large-scale datasets required for a broader and in-depth analysis of novel methods for breast cancer detection are also discussed in this article. This research work is aligned with the United Nations’ sustainability development goals.",2025.0,https://www.semanticscholar.org/paper/713ce7b743ea551569df17b151a972f1309a870a,1,True,IEEE Access,Computer Science,"JournalArticle, Review","{'volume': '13', 'pages': '60776-60801', 'name': 'IEEE Access'}","S. A. Qureshi, A. Rehman, Lal Hussain, Touseef Sadiq, Syed Taimoor Hussain Shah, Adil Aslam Mir, Muhammad Amin Nadim, D. K. A. Williams, T. Duong, Qurat-ul-ain Chaudhary, Natasha Habib, Asrar Ahmad, Syed Taimoor Hussain Shah","{'DBLP': 'journals/access/QureshiRHSSMNWDCHAS25', 'DOI': '10.1109/ACCESS.2024.3523745', 'CorpusId': 275167201}",10.1109/ACCESS.2024.3523745,,,keyword,systematic review (in abstract); review (in abstract),"PPR, ROC"
48c12dbad0b86ce3820f332689ca8ff0a4ee8ee5,"INbreast, OMI-DB",Advances in Breast Cancer Detection Techniques: A Comprehensive Survey,<jats:p/>,2024.0,https://www.semanticscholar.org/paper/48c12dbad0b86ce3820f332689ca8ff0a4ee8ee5,0,True,JOURNAL OF UNIVERSITY OF BABYLON for Pure and Applied Sciences,,"JournalArticle, Review",{'name': 'JOURNAL OF UNIVERSITY OF BABYLON for Pure and Applied Sciences'},"Maha Salah Al-Janabi, A. Al-Sultan","{'DOI': '10.29196/4q5rj473', 'CorpusId': 269573734}",10.29196/4q5rj473,,,keyword,survey (in title),
b88f4b6abef4dcac48b2912cb4c5ed52b585ca1b,"CBIS-DDSM, CSAW, OPTIMAM, VinDr-Mammo",A Multi-Modal AI System for Screening Mammography: Integrating 2D and 3D Imaging to Improve Breast Cancer Detection in a Prospective Clinical Study,,2025.0,https://www.semanticscholar.org/paper/b88f4b6abef4dcac48b2912cb4c5ed52b585ca1b,0,False,,"Engineering, Computer Science",,,"Jungkyu Park, Jan Witowski, Yanqi Xu, Hari Trivedi, J. Gichoya, Beatrice Brown-Mulry, M. Westerhoff, Linda Moy, L. Heacock, Alana A. Lewin, Krzysztof Geras","{'ArXiv': '2504.05636', 'CorpusId': 277628354}",,2504.05636,,keyword,study (in title),
164116461985987a484f47ee0dadb70b4c1918c2,"CBIS-DDSM, VinDr-Mammo","Optimizing Breast Cancer Detection in Mammograms: A Comprehensive Study of Transfer Learning, Resolution Reduction, and Multi-View Classification",,2025.0,https://www.semanticscholar.org/paper/164116461985987a484f47ee0dadb70b4c1918c2,0,False,arXiv.org,"Engineering, Computer Science",JournalArticle,"{'volume': 'abs/2503.19945', 'name': 'ArXiv'}","D. Petrini, Hae Yong Kim","{'DBLP': 'journals/corr/abs-2503-19945', 'ArXiv': '2503.19945', 'DOI': '10.48550/arXiv.2503.19945', 'CorpusId': 277321631}",10.48550/arXiv.2503.19945,2503.19945,,keyword,study (in title),
ef0dee7d2187d48b31f83e6eb2f190d3af76af0d,CBIS-DDSM,Transfer Learning for Cancer Diagnosis in Medical Images: A Compendious Study,,2025.0,https://www.semanticscholar.org/paper/ef0dee7d2187d48b31f83e6eb2f190d3af76af0d,0,True,International Journal of Computational Intelligence Systems,Computer Science,JournalArticle,"{'volume': '18', 'pages': '62', 'name': 'Int. J. Comput. Intell. Syst.'}","Navreet Kaur, Rahul Hans","{'DBLP': 'journals/ijcisys/KaurH25', 'DOI': '10.1007/s44196-025-00772-0', 'CorpusId': 277218541}",10.1007/s44196-025-00772-0,,,keyword,study (in title),
9947166aa4234c23719f03d6fdb658493e155b3a,"CBIS-DDSM, CSAW, DDSM, INbreast, OPTIMAM, VinDr-Mammo",Neural Network-Based Mammography Analysis: Augmentation Techniques for Enhanced Cancer Diagnosis—A Review,"Application of machine learning techniques in breast cancer detection has significantly advanced due to the availability of annotated mammography datasets. This paper provides a review of mammography studies using key datasets such as CBIS-DDSM, VinDr-Mammo, and CSAW-CC, which play a critical role in training classification and detection models. The analysis of the studies produces a set of data augmentation techniques in mammography, and their impact and performance improvements in detecting abnormalities in breast tissue are studied. The study discusses the challenges of dataset imbalances and presents methods to address this issue, like synthetic data generation and GAN augmentation as potential solutions. The work underscores the importance of dataset design dedicated for experiments, detailed annotations, and the usage of machine learning models and architectures in improving breast cancer screening models, with a focus on BI-RADS classification. Future directions include refining augmentation methods, addressing class imbalance, and enhancing model interpretability through tools like Grad-CAM.",2025.0,https://www.semanticscholar.org/paper/9947166aa4234c23719f03d6fdb658493e155b3a,0,False,Bioengineering,Medicine,"Review, JournalArticle","{'volume': '12', 'name': 'Bioengineering'}","Linda Blahová, Jozef Kostolný, Ivan Cimrák","{'PubMedCentral': '11939436', 'DOI': '10.3390/bioengineering12030232', 'CorpusId': 276592734, 'PubMed': '40150696'}",10.3390/bioengineering12030232,,40150696.0,keyword,review (in title); review (in abstract); study (in abstract),
3fbdc1af55c4c6beae64283ed2568d05249cbd67,CBIS-DDSM,Highlighting the Advanced Capabilities and the Computational Efficiency of DeepLabV3+ in Medical Image Segmentation: An Ablation Study,,2025.0,https://www.semanticscholar.org/paper/3fbdc1af55c4c6beae64283ed2568d05249cbd67,0,False,BioMedInformatics,,JournalArticle,{'name': 'BioMedInformatics'},"I. Prokopiou, P. Spyridonos","{'DOI': '10.3390/biomedinformatics5010010', 'CorpusId': 276357734}",10.3390/biomedinformatics5010010,,,keyword,study (in title),
2f560d95a563ac127843d3b9bf347171f30c95de,"CBIS-DDSM, DDSM",Transformer-Based Explainable Model for Breast Cancer Lesion Segmentation,"Breast cancer is one of the most prevalent cancers among women, with early detection playing a critical role in improving survival rates. This study introduces a novel transformer-based explainable model for breast cancer lesion segmentation (TEBLS), aimed at enhancing the accuracy and interpretability of breast cancer lesion segmentation in medical imaging. TEBLS integrates a multi-scale information fusion approach with a hierarchical vision transformer, capturing both local and global features by leveraging the self-attention mechanism. This model addresses the limitations of existing segmentation methods, such as the inability to effectively capture long-range dependencies and fine-grained semantic information. Additionally, TEBLS incorporates visualization techniques to provide insights into the segmentation process, enhancing the model’s interpretability for clinical use. Experiments demonstrate that TEBLS outperforms traditional and existing deep learning-based methods in segmenting complex breast cancer lesions with variations in size, shape, and texture, achieving a mean DSC of 81.86% and a mean AUC of 97.72% on the CBIS-DDSM test set. Our model not only improves segmentation accuracy but also offers a more explainable framework, which has the potential to be used in clinical settings.",2025.0,https://www.semanticscholar.org/paper/2f560d95a563ac127843d3b9bf347171f30c95de,0,True,Applied Sciences,,JournalArticle,{'name': 'Applied Sciences'},"Huina Wang, Lan Wei, Bo Liu, Jianqiang Li, Jinshu Li, Juan Fang, Catherine Mooney","{'DOI': '10.3390/app15031295', 'CorpusId': 275946744}",10.3390/app15031295,,,keyword,study (in abstract),"AUC, PPR, ROC, accuracy"
f9b95058dd90b23a2f6bc2be723964b3874db3ce,"CBIS-DDSM, INbreast, VinDr-Mammo",Attention-guided erasing for enhanced transfer learning in breast abnormality classification,"Purpose Breast cancer remains one of the most prevalent cancers globally, necessitating effective early screening and diagnosis. This study investigates the effectiveness and generalizability of our recently proposed data augmentation technique, attention-guided erasing (AGE), across various transfer learning classification tasks for breast abnormality classification in mammography. Methods AGE utilizes attention head visualizations from DINO self-supervised pretraining to weakly localize regions of interest (ROI) in images. These localizations are then used to stochastically erase non-essential background information from training images during transfer learning. Our research evaluates AGE across two image-level and three patch-level classification tasks. The image-level tasks involve breast density categorization in digital mammography (DM) and malignancy classification in contrast-enhanced mammography (CEM). Patch-level tasks include classifying calcifications and masses in scanned film mammography (SFM), as well as malignancy classification of ROIs in CEM. Results AGE significantly boosts classification performance with statistically significant improvements in mean F1-scores across four tasks compared to baselines. Specifically, for image-level classification of breast density in DM and malignancy in CEM, we achieve gains of 2% and 1.5%, respectively. Additionally, for patch-level classification of calcifications in SFM and CEM ROIs, gains of 0.4% and 0.6% are observed, respectively. However, marginal improvement is noted in the mass classification task, indicating the necessity for further optimization in tasks where critical features may be obscured by erasing techniques. Conclusion Our findings underscore the potential of AGE, a dataset- and task-specific augmentation strategy powered by self-supervised learning, to enhance the downstream classification performance of DL models, particularly involving ViTs, in medical imaging.",2025.0,https://www.semanticscholar.org/paper/f9b95058dd90b23a2f6bc2be723964b3874db3ce,0,True,International Journal of Computer Assisted Radiology and Surgery,"Medicine, Computer Science",JournalArticle,"{'volume': '20', 'pages': '433 - 440', 'name': 'International Journal of Computer Assisted Radiology and Surgery'}","A. B. Panambur, Sheethal Bhat, Hui Yu, Prathmesh Madhu, Siming Bayer, Andreas K. Maier","{'DBLP': 'journals/cars/PanamburBYMBM25', 'PubMedCentral': '11929719', 'DOI': '10.1007/s11548-024-03317-6', 'CorpusId': 275542241, 'PubMed': '39812891'}",10.1007/s11548-024-03317-6,,39812891.0,keyword,study (in abstract),"F1, F1-score"
7c3a6c7f854736fa21bad73d1520387cddda2227,"CBIS-DDSM, DDSM, INbreast, MIAS",Towards Robust Supervised Pectoral Muscle Segmentation in Mammography Images,"Mammography images are the most commonly used tool for breast cancer screening. The presence of pectoral muscle in images for the mediolateral oblique view makes designing a robust automated breast cancer detection system more challenging. Most of the current methods for removing the pectoral muscle are based on traditional machine learning approaches. This is partly due to the lack of segmentation masks of pectoral muscle in available datasets. In this paper, we provide the segmentation masks of the pectoral muscle for the INbreast, MIAS, and CBIS-DDSM datasets, which will enable the development of supervised methods and the utilization of deep learning. Training deep learning-based models using segmentation masks will also be a powerful tool for removing pectoral muscle for unseen data. To test the validity of this idea, we trained AU-Net separately on the INbreast and CBIS-DDSM for the segmentation of the pectoral muscle. We used cross-dataset testing to evaluate the performance of the models on an unseen dataset. In addition, the models were tested on all of the images in the MIAS dataset. The experimental results show that cross-dataset testing achieves a comparable performance to the same-dataset experiments.",2024.0,https://www.semanticscholar.org/paper/7c3a6c7f854736fa21bad73d1520387cddda2227,0,False,Journal of Imaging,Medicine,JournalArticle,"{'volume': '10', 'name': 'Journal of Imaging'}","Parvaneh Aliniya, M. Nicolescu, M. Nicolescu, G. Bebis","{'PubMedCentral': '11727873', 'DOI': '10.3390/jimaging10120331', 'CorpusId': 274995149, 'PubMed': '39728227'}",10.3390/jimaging10120331,,39728227.0,keyword,pectoral (in title); pectoral (in abstract); muscle (in title); muscle (in abstract),PPR
2f4d7fc711eac3ea03a5421fe6c4eca240ccb759,"CBIS-DDSM, VinDr-Mammo",Revealing Occult Malignancies in Mammograms Through GAN-Driven Breast Density Transformation,"Breast cancer remains one of the primary causes of cancer-related deaths among women globally. Early detection via mammography is essential for improving prognosis and survival rates. However, mammogram diagnostic accuracy is severely hindered by dense breast tissue, which can obstruct potential malignancies, complicating early detection. To tackle this pressing issue, this study introduces an innovative approach that leverages Generative Adversarial Networks (GANs), specifically CycleGAN and GANHopper, to transform breast density in mammograms. The aim is to diminish the masking effect of dense tissue, thus enhancing the visibility of underlying malignancies. The method uses unsupervised image-to-image translation to gradually alter breast density (from high (ACR-D) to low (ACR-A)) in mammographic images, detecting obscured lesions while preserving original diagnostic features. We applied this approach to multiple mammographic datasets, demonstrating its effectiveness in diverse contexts. Experimental results exhibit substantial improvements in detecting potential malignancies concealed by dense breast tissue. The method significantly improved precision, recall, and F1-score metrics across all datasets, revealing previously obscured malignancies and image quality assessments confirmed the diagnostic relevance of transformed images. The study introduces a novel mammogram analysis method using advanced machine-learning techniques, enhancing diagnostic accuracy in dense breasts and potentially improving early breast cancer detection and patient outcomes.",2024.0,https://www.semanticscholar.org/paper/2f4d7fc711eac3ea03a5421fe6c4eca240ccb759,0,True,Electronics,,JournalArticle,{'name': 'Electronics'},"D. Anyfantis, A. Koutras, G. Apostolopoulos, Ioanna Christoyianni","{'DOI': '10.3390/electronics13234826', 'CorpusId': 274625367}",10.3390/electronics13234826,,,keyword,study (in abstract),"F1, F1-score, PPR, accuracy, precision, recall"
675eead301af7e8daa5e59173466c7d7dd97962c,"CBIS-DDSM, INbreast",MFAN: Multi-Feature Attention Network for Breast Cancer Classification,"Cancer-related diseases are some of the major health hazards affecting individuals globally, especially breast cancer. Cases of breast cancer among women persist, and the early indicators of the diseases go unnoticed in many cases. Breast cancer can therefore be treated effectively if the detection is correctly conducted, and the cancer is classified at the preliminary stages. Yet, direct mammogram and ultrasound image diagnosis is a very intricate, time-consuming process, which can be best accomplished with the help of a professional. Manual diagnosis based on mammogram images can be cumbersome, and this often requires the input of professionals. Despite various AI-based strategies in the literature, similarity in cancer and non-cancer regions, irrelevant feature extraction, and poorly trained models are persistent problems. This paper presents a new Multi-Feature Attention Network (MFAN) for breast cancer classification that works well for small lesions and similar contexts. MFAN has two important modules: the McSCAM and the GLAM for Feature Fusion. During channel fusion, McSCAM can preserve the spatial characteristics and extract high-order statistical information, while the GLAM helps reduce the scale differences among the fused features. The global and local attention branches also help the network to effectively identify small lesion regions by obtaining global and local information. Based on the experimental results, the proposed MFAN is a powerful classification model that can classify breast cancer subtypes while providing a solution to the current problems in breast cancer diagnosis on two public datasets.",2024.0,https://www.semanticscholar.org/paper/675eead301af7e8daa5e59173466c7d7dd97962c,7,True,Mathematics,,JournalArticle,{'name': 'Mathematics'},"Inzamam Mashood Nasir, Masad A. Alrasheedi, N. Alreshidi","{'DOI': '10.3390/math12233639', 'CorpusId': 274182046}",10.3390/math12233639,,,keyword,ultrasound (in abstract); ultrasound (in abstract),ROC
2b6762087835ae20abee83d8ea34c01c0644ee85,"CBIS-DDSM, DDSM",A Multi-label Artificial Intelligence Approach for Improving Breast Cancer Detection With Mammographic Image Analysis,"Background/Aim Breast cancer remains a major global health concern. This study aimed to develop a deep-learning-based artificial intelligence (AI) model that predicts the malignancy of mammographic lesions and reduces unnecessary biopsies in patients with breast cancer. Patients and Methods In this retrospective study, we used deep-learning-based AI to predict whether lesions in mammographic images are malignant. The AI model learned the malignancy as well as margins and shapes of mass lesions through multi-label training, similar to the diagnostic process of a radiologist. We used the Curated Breast Imaging Subset of Digital Database for Screening Mammography. This dataset includes annotations for mass lesions, and we developed an algorithm to determine the exact location of the lesions for accurate classification. A multi-label classification approach enabled the model to recognize malignancy and lesion attributes. Results Our multi-label classification model, trained on both lesion shape and margin, demonstrated superior performance compared with models trained solely on malignancy. Gradient-weighted class activation mapping analysis revealed that by considering the margin and shape, the model assigned higher importance to border areas and analyzed pixels more uniformly when classifying malignant lesions. This approach improved diagnostic accuracy, particularly in challenging cases, such as American College of Radiology Breast Imaging-Reporting and Data System categories 3 and 4, where the breast density exceeded 50%. Conclusion This study highlights the potential of AI in improving the diagnosis of breast cancer. By integrating advanced techniques and modern neural network designs, we developed an AI model with enhanced accuracy for mammographic image analysis.",2024.0,https://www.semanticscholar.org/paper/2b6762087835ae20abee83d8ea34c01c0644ee85,0,True,In Vivo,Medicine,JournalArticle,"{'volume': '38', 'pages': '2864 - 2872', 'name': 'In Vivo'}","Jun Hyeong Park, June Hyuck Lim, Seonhwa Kim, J. Heo","{'PubMedCentral': '11535944', 'DOI': '10.21873/invivo.13767', 'CorpusId': 273701678, 'PubMed': '39477432'}",10.21873/invivo.13767,,39477432.0,keyword,study (in abstract),"PPR, ROC, accuracy, map"
58beb656f9432d12cc24d85de5dc95ed7e6d499a,CBIS-DDSM,Part-Prototype Models in Medical Imaging: Applications and Current Challenges,"Recent developments in Artificial Intelligence have increasingly focused on explainability research. The potential of Explainable Artificial Intelligence (XAI) in producing trustworthy computer-aided diagnosis systems and its usage for knowledge discovery are gaining interest in the medical imaging (MI) community to support the diagnostic process and the discovery of image biomarkers. Most of the existing XAI applications in MI are focused on interpreting the predictions made using deep neural networks, typically including attribution techniques with saliency map approaches and other feature visualization methods. However, these are often criticized for providing incorrect and incomplete representations of the black-box models’ behaviour. This highlights the importance of proposing models intentionally designed to be self-explanatory. In particular, part-prototype (PP) models are interpretable-by-design computer vision (CV) models that base their decision process on learning and identifying representative prototypical parts from input images, and they are gaining increasing interest and results in MI applications. However, the medical field has unique characteristics that could benefit from more advanced implementations of these types of architectures. This narrative review summarizes existing PP networks, their application in MI analysis, and current challenges.",2024.0,https://www.semanticscholar.org/paper/58beb656f9432d12cc24d85de5dc95ed7e6d499a,1,True,BioMedInformatics,,"JournalArticle, Review",{'name': 'BioMedInformatics'},"Lisa Anita De Santi, Franco Italo Piparo, Filippo Bargagna, M. Santarelli, S. Celi, Vincenzo Positano","{'DOI': '10.3390/biomedinformatics4040115', 'CorpusId': 273688815}",10.3390/biomedinformatics4040115,,,keyword,review (in abstract),"PPR, ROC, map"
6506a383317d8378b85b5ecc1ad93d6403b85647,CBIS-DDSM,Breast tumor segmentation using neural cellular automata and shape guided segmentation in mammography images,"Purpose Using computer-aided design (CAD) systems, this research endeavors to enhance breast cancer segmentation by addressing data insufficiency and data complexity during model training. As perceived by computer vision models, the inherent symmetry and complexity of mammography images make segmentation difficult. The objective is to optimize the precision and effectiveness of medical imaging. Methods The study introduces a hybrid strategy combining shape-guided segmentation (SGS) and M3D-neural cellular automata (M3D-NCA), resulting in improved computational efficiency and performance. The implementation of Shape-guided segmentation (SGS) during the initialization phase, coupled with the elimination of convolutional layers, enables the model to effectively reduce computation time. The research proposes a novel loss function that combines segmentation losses from both components for effective training. Results The robust technique provided aims to improve the accuracy and consistency of breast tumor segmentation, leading to significant improvements in medical imaging and breast cancer detection and treatment. Conclusion This study enhances breast cancer segmentation in medical imaging using CAD systems. Combining shape-guided segmentation (SGS) and M3D-neural cellular automata (M3D-NCA) is a hybrid approach that improves performance and computational efficiency by dealing with complex data and not having enough training data. The approach also reduces computing time and improves training efficiency. The study aims to improve breast cancer detection and treatment methods in medical imaging technology.",2024.0,https://www.semanticscholar.org/paper/6506a383317d8378b85b5ecc1ad93d6403b85647,1,True,PLoS ONE,Medicine,JournalArticle,"{'volume': '19', 'name': 'PLOS ONE'}","Mudassar Ali, Tong Wu, Haoji Hu, Tariq Mahmood","{'PubMedCentral': '11444406', 'DOI': '10.1371/journal.pone.0309421', 'CorpusId': 273023582, 'PubMed': '39352900'}",10.1371/journal.pone.0309421,,39352900.0,keyword,study (in abstract),"PPR, accuracy, precision"
9008759082663390b496fe835bc84d835ded0008,"CBIS-DDSM, INbreast",Histopathology in focus: a review on explainable multi-modal approaches for breast cancer diagnosis,"Precision and timeliness in breast cancer detection are paramount for improving patient outcomes. Traditional diagnostic methods have predominantly relied on unimodal approaches, but recent advancements in medical data analytics have enabled the integration of diverse data sources beyond conventional imaging techniques. This review critically examines the transformative potential of integrating histopathology images with genomic data, clinical records, and patient histories to enhance diagnostic accuracy and comprehensiveness in multi-modal diagnostic techniques. It explores early, intermediate, and late fusion methods, as well as advanced deep multimodal fusion techniques, including encoder-decoder architectures, attention-based mechanisms, and graph neural networks. An overview of recent advancements in multimodal tasks such as Visual Question Answering (VQA), report generation, semantic segmentation, and cross-modal retrieval is provided, highlighting the utilization of generative AI and visual language models. Additionally, the review delves into the role of Explainable Artificial Intelligence (XAI) in elucidating the decision-making processes of sophisticated diagnostic algorithms, emphasizing the critical need for transparency and interpretability. By showcasing the importance of explainability, we demonstrate how XAI methods, including Grad-CAM, SHAP, LIME, trainable attention, and image captioning, enhance diagnostic precision, strengthen clinician confidence, and foster patient engagement. The review also discusses the latest XAI developments, such as X-VARs, LeGrad, LangXAI, LVLM-Interpret, and ex-ILP, to demonstrate their potential utility in multimodal breast cancer detection, while identifying key research gaps and proposing future directions for advancing the field.",2024.0,https://www.semanticscholar.org/paper/9008759082663390b496fe835bc84d835ded0008,2,True,Frontiers in Medicine,Medicine,"Review, JournalArticle","{'volume': '11', 'name': 'Frontiers in Medicine'}","F. Abdullakutty, Y. Akbari, S. Al-maadeed, Ahmed Bouridane, Iman M. Talaat, R. Hamoudi","{'PubMedCentral': '11471683', 'DOI': '10.3389/fmed.2024.1450103', 'CorpusId': 272998847, 'PubMed': '39403286'}",10.3389/fmed.2024.1450103,,39403286.0,keyword,review (in title); review (in abstract),"PPR, ROC, accuracy, precision"
